Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR22134171_1_paired - nextera_transposase_sequence	(1, 4.217418761883236e-05)	(2, 5.271773452354045e-05)	(3, 0.0001265225628564971)	(4, 0.0007134466738852475)	(5, 0.0014585239884846192)	(6, 0.0017783449112607646)	(7, 0.001855664255228624)	(8, 0.0019470416617360941)	(9, 0.0021860287249094775)	(10, 0.0023582399910197097)	(11, 0.002495306100780915)	(12, 0.002572625444748774)	(13, 0.0026253431792723145)	(14, 0.0027096915545099793)	(15, 0.002772952835938228)	(16, 0.0028573012111758928)	(17, 0.002895960883159822)	(18, 0.0029873382896672923)	(19, 0.003096288274349276)	(20, 0.0033774495251414917)	(21, 0.0045372396846593815)	(22, 0.006456165221316254)	(23, 0.009324009979396855)	(24, 0.014121323821039037)	(25, 0.015622021997142488)	(26, 0.020479082604578015)	(27, 0.028573012111758927)	(28, 0.07197728020280723)	(29, 0.18011541177312831)	(30, 0.31919182447749783)	(31, 0.6065913405216659)	(32, 0.9327243333780966)	(33, 1.2959389806983856)	(34, 1.69923667883474)	(35, 2.1081962616589225)	(36, 2.5778796456229536)	(37, 3.234946459693092)	(38, 4.078813294273944)	(39, 5.0296549557499635)	(40, 6.02469516585052)	(41, 6.968785442791892)	(42, 7.866540345602707)	(43, 8.74121893875475)	(44, 9.638794601268184)	(45, 10.555970717477472)	(46, 11.437000040381784)	(47, 12.300850410862694)	(48, 13.164124400779478)	(49, 14.040697317858733)	(50, 14.90804463139637)	(51, 15.76067666797067)	(52, 16.571482453973992)	(53, 17.334961772437712)	(54, 18.09678223952176)	(55, 18.875581331638024)	(56, 19.63119867862647)	(57, 20.378430391310037)	(58, 21.132873890076425)	(59, 21.87565974048184)	(60, 22.614446072094736)	(61, 23.342653711646573)	(62, 24.042840118041333)	(63, 24.73922381851913)	(64, 25.42336997555619)	(65, 25.42336997555619)
SRR22134171_1_paired - polya	(1, 0.06028448668548596)	(2, 0.06417154097768835)	(3, 0.0681534871920331)	(4, 0.0740262428179555)	(5, 0.08713187162050766)	(6, 0.09704632022656817)	(7, 0.10215291144408178)	(8, 0.1069748268951683)	(9, 0.11021521031054858)	(10, 0.1240518583651605)	(11, 0.13453565850407523)	(12, 0.14628468427155494)	(13, 0.1561042409554731)	(14, 0.16632796693740504)	(15, 0.17625295909037025)	(16, 0.18534852555349843)	(17, 0.19132320213283302)	(18, 0.19951905259342612)	(19, 0.20415469871586275)	(20, 0.20898364319821908)	(21, 0.21353142642978315)	(22, 0.21765746778515893)	(23, 0.2214179995145048)	(24, 0.22496766030575654)	(25, 0.22776170023550418)	(26, 0.23071740788445735)	(27, 0.23280503017158954)	(28, 0.235208958865863)	(29, 0.2374371617783913)	(30, 0.23983054692576003)	(31, 0.24255429654280963)	(32, 0.2447297817208144)	(33, 0.2466803378981854)	(34, 0.24904912143610983)	(35, 0.25185721942839706)	(36, 0.2554490544072676)	(37, 0.2580603395240003)	(38, 0.26058024723422557)	(39, 0.26255891953667576)	(40, 0.26521589335666224)	(41, 0.26786232362974394)	(42, 0.2698972281823526)	(43, 0.2726244923150371)	(44, 0.27487729683700973)	(45, 0.2768208239831109)	(46, 0.2784726463315152)	(47, 0.28008229449230065)	(48, 0.28180440715340294)	(49, 0.2833261924233158)	(50, 0.2851221099127511)	(51, 0.2869707451367099)	(52, 0.28829923204670316)	(53, 0.28994753987947247)	(54, 0.29118816389859314)	(55, 0.2927942975437437)	(56, 0.2946113021269884)	(57, 0.2961541744907107)	(58, 0.29784114199546396)	(59, 0.2988357499201414)	(60, 0.30016775134576956)	(61, 0.3020831623667915)	(62, 0.3032499815575792)	(63, 0.30425864754479626)	(64, 0.30530597320399727)	(65, 0.30530597320399727)
SRR22134171_2 - nextera_transposase_sequence	(1, 4.6140942915216415e-05)	(2, 0.00012853548383524573)	(3, 0.00018785955329766682)	(4, 0.0007679171213746731)	(5, 0.001588566748938165)	(6, 0.0019016660044342765)	(7, 0.001987356326991107)	(8, 0.0020763424311847386)	(9, 0.0023070471457608205)	(10, 0.002498202480695289)	(11, 0.0026234421828937333)	(12, 0.00269924516054016)	(13, 0.0027585692300025814)	(14, 0.002844259552559412)	(15, 0.0029002878403850316)	(16, 0.002985978162941862)	(17, 0.0030288233242202773)	(18, 0.0031276967733243127)	(19, 0.0032463449122491547)	(20, 0.0035297821330140555)	(21, 0.004653643671163255)	(22, 0.006565197020507936)	(23, 0.00933365359542092)	(24, 0.014010367738041783)	(25, 0.015480286348055107)	(26, 0.020140521582491966)	(27, 0.027984481878078754)	(28, 0.06976510568780722)	(29, 0.173733833202337)	(30, 0.30719651058460046)	(31, 0.5825030380515128)	(32, 0.8959516464011251)	(33, 1.2436730879918327)	(34, 1.629793681432911)	(35, 2.020884313582285)	(36, 2.468757967552107)	(37, 3.0954903951694916)	(38, 3.8985009994128235)	(39, 4.80321942496784)	(40, 5.750852223215644)	(41, 6.6506368636603685)	(42, 7.505595578062961)	(43, 8.339154782297802)	(44, 9.192248084293967)	(45, 10.063099057749213)	(46, 10.901054834687548)	(47, 11.72171434959595)	(48, 12.541826764752644)	(49, 13.372897653851702)	(50, 14.196210272977728)	(51, 15.006735259352967)	(52, 15.77684737129775)	(53, 16.50214344454531)	(54, 17.223178072136488)	(55, 17.96029940989689)	(56, 18.67655844989634)	(57, 19.382056762851636)	(58, 20.09598568523387)	(59, 20.800515038387946)	(60, 21.502476977646953)	(61, 22.19663121020838)	(62, 22.86276800307536)	(63, 23.52476199842488)	(64, 24.173806867723407)	(65, 24.173806867723407)
SRR22134171_2 - polya	(1, 0.08065107243416149)	(2, 0.08930249923076457)	(3, 0.09581496374508368)	(4, 0.10338866994645278)	(5, 0.11938968979312246)	(6, 0.1332814093922394)	(7, 0.1410858203081846)	(8, 0.14937141534310272)	(9, 0.15896543568783095)	(10, 0.19013693840869644)	(11, 0.22373084063261078)	(12, 0.26359002374808416)	(13, 0.30734482075825653)	(14, 0.35972467831193755)	(15, 0.42581498747471147)	(16, 0.4900794336106975)	(17, 0.5466680043145736)	(18, 0.6212350638472002)	(19, 0.6763471243777894)	(20, 0.7379716494226977)	(21, 0.8020746022584805)	(22, 0.8739094588141989)	(23, 0.9417168702097461)	(24, 1.009913183838436)	(25, 1.0869520795986634)	(26, 1.168282083050006)	(27, 1.2362345088375726)	(28, 1.3055019514982227)	(29, 1.3689127901902773)	(30, 1.4368322581614759)	(31, 1.501343887920222)	(32, 1.557869838772999)	(33, 1.6083875797018874)	(34, 1.658783376710214)	(35, 1.7120333206160105)	(36, 1.7723065751898304)	(37, 1.8207842272855388)	(38, 1.8671888327316994)	(39, 1.9092430064172823)	(40, 1.9529022257599875)	(41, 2.002503739393845)	(42, 2.044343687273036)	(43, 2.089634318525958)	(44, 2.1334220733524982)	(45, 2.172163986493096)	(46, 2.2089317264332498)	(47, 2.2425223328755273)	(48, 2.2780211968855126)	(49, 2.3117601135014465)	(50, 2.350716252448436)	(51, 2.3893823626113875)	(52, 2.4247856489539057)	(53, 2.4598033288449184)	(54, 2.491067113451614)	(55, 2.526490174483953)	(56, 2.560103851397688)	(57, 2.59682215461329)	(58, 2.627720107458301)	(59, 2.6576787625368237)	(60, 2.690326775430976)	(61, 2.7244677774065997)	(62, 2.7540902627581683)	(63, 2.78157708160909)	(64, 2.8099273952488537)	(65, 2.8099273952488537)
SRR22134171_2_paired - nextera_transposase_sequence	(1, 4.568870325373506e-05)	(2, 5.6232250158443154e-05)	(3, 0.00011246450031688631)	(4, 0.0007169611895201501)	(5, 0.001588561066976019)	(6, 0.0019118965053870672)	(7, 0.002003273911894537)	(8, 0.00209816583403691)	(9, 0.002333638381575391)	(10, 0.002530451257129942)	(11, 0.0026604883356213414)	(12, 0.002737807679589201)	(13, 0.0028010689610174495)	(14, 0.0028854173362551144)	(15, 0.00294516410204846)	(16, 0.003025997961651222)	(17, 0.0030681721492700543)	(18, 0.0031665785870473298)	(19, 0.0032895866342689244)	(20, 0.0035742624006960427)	(21, 0.004744596107118641)	(22, 0.006677579706315124)	(23, 0.009601656714554168)	(24, 0.014469260868894404)	(25, 0.015980502591902562)	(26, 0.020855135777512603)	(27, 0.029079102363184915)	(28, 0.07295783006494509)	(29, 0.182438506607799)	(30, 0.3232967787390642)	(31, 0.6138980185266286)	(32, 0.944336293035815)	(33, 1.311058426959737)	(34, 1.7181131423098022)	(35, 2.1305169504561894)	(36, 2.6028432501776675)	(37, 3.263628421789533)	(38, 4.1097621189548965)	(39, 5.0624278140454315)	(40, 6.0600582221689105)	(41, 7.0061904326941615)	(42, 7.9044443967251325)	(43, 8.779604478519158)	(44, 9.67512766390181)	(45, 10.588645169335162)	(46, 11.46750603609274)	(47, 12.327820803844936)	(48, 13.187397523313804)	(49, 14.058262867001977)	(50, 14.920412211915593)	(51, 15.768229362070075)	(52, 16.573063986009696)	(53, 17.331014971379716)	(54, 18.08412998323611)	(55, 18.853808907279802)	(56, 19.601107395760433)	(57, 20.336558452035806)	(58, 21.080602499038516)	(59, 21.81450013940326)	(60, 22.545227686665328)	(61, 23.267513367372356)	(62, 23.960129507089533)	(63, 24.64741061207293)	(64, 25.320289231984496)	(65, 25.320289231984496)
SRR22134171_2_paired - polya	(1, 0.0747924072263643)	(2, 0.07932613239538877)	(3, 0.08307963509346486)	(4, 0.08827408920185104)	(5, 0.09853647485576691)	(6, 0.10708377687985027)	(7, 0.11219739712863369)	(8, 0.1175359463780509)	(9, 0.12373906647365415)	(10, 0.14698407288290058)	(11, 0.169940889010085)	(12, 0.1977020480101814)	(13, 0.22695336163947655)	(14, 0.2623023598953279)	(15, 0.3070210568338298)	(16, 0.35192602310098153)	(17, 0.3893099259094415)	(18, 0.4408854428516386)	(19, 0.47714821517256467)	(20, 0.5168868434564095)	(21, 0.5567660523656504)	(22, 0.5989753851408317)	(23, 0.6374909619837303)	(24, 0.6764247661871825)	(25, 0.7192421101672021)	(26, 0.765257663374983)	(27, 0.7989442957355254)	(28, 0.833056184487891)	(29, 0.865308894469393)	(30, 0.901030431382544)	(31, 0.9361650441846663)	(32, 0.9660138254718948)	(33, 0.9941967263481796)	(34, 1.0234796706181888)	(35, 1.0571170997598427)	(36, 1.0972950424980503)	(37, 1.1289748864310631)	(38, 1.1595335998765421)	(39, 1.1871752653450518)	(40, 1.2165671595997432)	(41, 1.2512273127911535)	(42, 1.280215037747831)	(43, 1.3112833559603707)	(44, 1.3418561274683893)	(45, 1.3683626043868256)	(46, 1.3931083089721754)	(47, 1.4154711719570612)	(48, 1.4394788282590816)	(49, 1.4624180718080915)	(50, 1.4890475567737491)	(51, 1.5155540336921853)	(52, 1.5396706399788875)	(53, 1.5637977898124946)	(54, 1.5855913012645262)	(55, 1.610558420334875)	(56, 1.6343798073082454)	(57, 1.6603555923658113)	(58, 1.682184248974192)	(59, 1.7029690944390066)	(60, 1.7263722540518236)	(61, 1.7511425602466177)	(62, 1.7717446508984174)	(63, 1.7909549933587956)	(64, 1.8110650518217088)	(65, 1.8110650518217088)
SRR22134172_1 - nextera_transposase_sequence	(1, 7.879556875784066e-06)	(2, 2.3638670627352197e-05)	(3, 5.1217119692596425e-05)	(4, 0.00020092870033249367)	(5, 0.00040185740066498734)	(6, 0.000492472304736504)	(7, 0.0005161109753638563)	(8, 0.0005515689813048846)	(9, 0.0006146054363111571)	(10, 0.0006815816697553216)	(11, 0.0007367385678858101)	(12, 0.0007603772385131623)	(13, 0.0007840159091405145)	(14, 0.0008234136935194349)	(15, 0.0008549319210225711)	(16, 0.0008982694838393834)	(17, 0.0009219081544667357)	(18, 0.0009928241663487922)	(19, 0.0010361617291656045)	(20, 0.001193752866681286)	(21, 0.0015168146985884326)	(22, 0.0020250461170765047)	(23, 0.002659350445577122)	(24, 0.0038491635338205156)	(25, 0.00438103362293594)	(26, 0.005535388705238306)	(27, 0.010322219507277125)	(28, 0.04011088427617878)	(29, 0.10545604944705604)	(30, 0.2045099589325375)	(31, 0.4370593210075526)	(32, 0.7018754684889035)	(33, 0.9688781930032845)	(34, 1.2564820189694028)	(35, 1.56098355465564)	(36, 1.928375773545948)	(37, 2.4656315397859707)	(38, 3.144230797263808)	(39, 3.89586172764485)	(40, 4.668338025740779)	(41, 5.41567065784608)	(42, 6.134510812288547)	(43, 6.849683033005336)	(44, 7.571891698012201)	(45, 8.29436826795284)	(46, 9.020650663864487)	(47, 9.752724534079832)	(48, 10.47529959848142)	(49, 11.2088430060541)	(50, 11.93352585191996)	(51, 12.647921936284485)	(52, 13.33682371437741)	(53, 13.997926415812568)	(54, 14.65362374123094)	(55, 15.316999694824762)	(56, 15.976892884279488)	(57, 16.630096329946674)	(58, 17.287751725248675)	(59, 17.937756070824292)	(60, 18.580700333439207)	(61, 19.22590602887747)	(62, 19.844719148560298)	(63, 20.459458537338342)	(64, 21.06031020712282)	(65, 21.06031020712282)
SRR22134172_1 - polya	(1, 0.007446181247615941)	(2, 0.008848742371505505)	(3, 0.010113411250068847)	(4, 0.012020264014008592)	(5, 0.015885186661580675)	(6, 0.019206419884723658)	(7, 0.020802030152069932)	(8, 0.02229126640159312)	(9, 0.02318165632855672)	(10, 0.027515412610237957)	(11, 0.03144337171281631)	(12, 0.03568257331198814)	(13, 0.03947657994767817)	(14, 0.04386549312748989)	(15, 0.048668083043280276)	(16, 0.05392374747942825)	(17, 0.05754834364228892)	(18, 0.06408049629231391)	(19, 0.06719292125824862)	(20, 0.07019109264948445)	(21, 0.07283468398131)	(22, 0.07524582838529993)	(23, 0.07741664630457844)	(24, 0.07972141669074528)	(25, 0.08147461809560723)	(26, 0.08383848515834245)	(27, 0.0854459147610024)	(28, 0.08741186420151052)	(29, 0.08923204183981664)	(30, 0.09100888191530596)	(31, 0.09318363961302235)	(32, 0.09499593769445269)	(33, 0.09651275239304112)	(34, 0.09828565269009254)	(35, 0.10071649598627191)	(36, 0.10412046455661064)	(37, 0.10634643937401964)	(38, 0.1089821511489694)	(39, 0.11085748568540602)	(40, 0.11337894388565692)	(41, 0.11588858275059413)	(42, 0.11805940066987265)	(43, 0.1207581488998287)	(44, 0.12270045966970947)	(45, 0.12463883066115235)	(46, 0.12641173095820377)	(47, 0.12795218432741953)	(48, 0.12993783266011713)	(49, 0.13152556337058763)	(50, 0.13402338290021115)	(51, 0.13684032448330397)	(52, 0.13838471763095764)	(53, 0.14056735488554983)	(54, 0.14198173534475306)	(55, 0.14410921570121477)	(56, 0.1467685661467919)	(57, 0.14904969786233138)	(58, 0.1516066140685233)	(59, 0.15327314034775164)	(60, 0.1547347981482096)	(61, 0.16113299833134623)	(62, 0.1628901395146461)	(63, 0.16465516025482171)	(64, 0.16607742027090075)	(65, 0.16607742027090075)
SRR22134172_1_paired - nextera_transposase_sequence	(1, 8.344747905374397e-06)	(2, 2.503424371612319e-05)	(3, 5.4240861384933585e-05)	(4, 0.00020861869763435994)	(5, 0.00041723739526871987)	(6, 0.0005132019961805255)	(7, 0.0005382362398966486)	(8, 0.0005757876054708334)	(9, 0.0006425455887138286)	(10, 0.000713475945909511)	(11, 0.0007718891812471318)	(12, 0.000796923424963255)	(13, 0.0008219576686793781)	(14, 0.0008636814082062501)	(15, 0.0008970603998277477)	(16, 0.0009429565133073069)	(17, 0.0009679907570234301)	(18, 0.0010430934881717996)	(19, 0.0010889896016513588)	(20, 0.0012558845597588468)	(21, 0.001598019223879197)	(22, 0.0021320830898231584)	(23, 0.002795490548300423)	(24, 0.004043030360153896)	(25, 0.0046063008437666675)	(26, 0.005820461663998642)	(27, 0.010848172276986716)	(28, 0.04212011505237727)	(29, 0.11073480470431825)	(30, 0.21486056906757997)	(31, 0.45892358343001766)	(32, 0.7368913085319916)	(33, 1.0171079431944638)	(34, 1.318720511486316)	(35, 1.638182495547764)	(36, 2.02335102461613)	(37, 2.586671576716334)	(38, 3.29763992588028)	(39, 4.0845287914873225)	(40, 4.893180759631581)	(41, 5.675242188575364)	(42, 6.426774357307335)	(43, 7.174355287906112)	(44, 7.928791428909152)	(45, 8.683235914660099)	(46, 9.441155987913634)	(47, 10.204921557074885)	(48, 10.958911254064988)	(49, 11.724020327639003)	(50, 12.478915429776839)	(51, 13.223450527390154)	(52, 13.940986193155629)	(53, 14.62906072644118)	(54, 15.311448314029219)	(55, 16.001175107400034)	(56, 16.68779765455005)	(57, 17.3666303795304)	(58, 18.04978151155178)	(59, 18.72491751321005)	(60, 19.392655895850204)	(61, 20.06238450086579)	(62, 20.705013537058672)	(63, 21.34293196305897)	(64, 21.966092702388615)	(65, 21.966092702388615)
SRR22134172_1_paired - polya	(1, 0.006763418177305949)	(2, 0.007731408934329379)	(3, 0.008674365447636686)	(4, 0.010355832150569627)	(5, 0.013964935619644054)	(6, 0.017048319970679893)	(7, 0.018567064089458032)	(8, 0.020027394972898554)	(9, 0.020891076381104805)	(10, 0.02491741724544795)	(11, 0.02852234834056969)	(12, 0.03239431136866341)	(13, 0.03594500160240022)	(14, 0.04001306620627024)	(15, 0.04447750633564554)	(16, 0.049288253503093876)	(17, 0.052672048778723196)	(18, 0.058688612018498135)	(19, 0.061596756663521116)	(20, 0.06440893670763229)	(21, 0.06693739532296072)	(22, 0.06934485509366124)	(23, 0.07147276580953171)	(24, 0.07373002011793549)	(25, 0.07542817631667918)	(26, 0.07772715436460982)	(27, 0.07927927747500946)	(28, 0.08112346676209721)	(29, 0.08286751907432045)	(30, 0.08455733052515876)	(31, 0.08629303808947664)	(32, 0.0879995390361257)	(33, 0.08938893956237054)	(34, 0.09099947590810781)	(35, 0.09328593683418039)	(36, 0.09643190679450654)	(37, 0.09848888715318133)	(38, 0.10083376131459153)	(39, 0.10252357276542985)	(40, 0.10472658621244868)	(41, 0.10692542728551484)	(42, 0.10885306405165633)	(43, 0.11138152266698477)	(44, 0.11310888548339727)	(45, 0.11486545491747858)	(46, 0.11634247529672985)	(47, 0.1175983598564887)	(48, 0.11930068842918508)	(49, 0.12050233212755898)	(50, 0.12217545408258655)	(51, 0.12361909547021632)	(52, 0.12482491154254292)	(53, 0.12611834746787595)	(54, 0.1272365436871961)	(55, 0.12896390650360862)	(56, 0.13051602961400827)	(57, 0.13241863213643362)	(58, 0.13374127467943547)	(59, 0.1348052300373707)	(60, 0.13576487604648876)	(61, 0.13688724463976162)	(62, 0.13785940777073774)	(63, 0.13868971018732248)	(64, 0.13958677058715024)	(65, 0.13958677058715024)
SRR22134172_2 - nextera_transposase_sequence	(1, 7.879556875784066e-06)	(2, 7.091601188205659e-05)	(3, 7.879556875784065e-05)	(4, 0.00022062759252195382)	(5, 0.0004570142987954758)	(6, 0.0005594485381806686)	(7, 0.0005830872088080208)	(8, 0.0006224849931869412)	(9, 0.0007012805619447818)	(10, 0.0007682567953889464)	(11, 0.0008352330288331109)	(12, 0.0008588716994604631)	(13, 0.0008864501485257074)	(14, 0.0009337274897804117)	(15, 0.0009731252741593321)	(16, 0.0010125230585382524)	(17, 0.0010440412860413886)	(18, 0.0011188970763613372)	(19, 0.0011779937529297177)	(20, 0.0013710428963864274)	(21, 0.0016980445067314661)	(22, 0.0022377941527226743)	(23, 0.002903616708726428)	(24, 0.00412888780291085)	(25, 0.004696215897967303)	(26, 0.005893908543086481)	(27, 0.010806812255137846)	(28, 0.041024912873769734)	(29, 0.10723682930098323)	(30, 0.20746479276095656)	(31, 0.44257501082060147)	(32, 0.7102671965616135)	(33, 0.9800395853178325)	(34, 1.270011218125124)	(35, 1.5767663070778355)	(36, 1.9457304975648624)	(37, 2.4847355254313093)	(38, 3.1638469541060728)	(39, 3.91535575135554)	(40, 4.687942363247729)	(41, 5.43568867208901)	(42, 6.153799967520467)	(43, 6.868727921974107)	(44, 7.589175506019233)	(45, 8.309091219975244)	(46, 9.033616474703589)	(47, 9.763389514311205)	(48, 10.483407662506602)	(49, 11.213034930312016)	(50, 11.933222488980242)	(51, 12.64395063961909)	(52, 13.328242876939681)	(53, 13.985224570128805)	(54, 14.63459461137592)	(55, 15.290886843338415)	(56, 15.94483490713036)	(57, 16.588433172965964)	(58, 17.237704719752134)	(59, 17.880987803312706)	(60, 18.51825484519862)	(61, 19.159556220204934)	(62, 19.77332642348726)	(63, 20.382231000398786)	(64, 20.976290492156334)	(65, 20.976290492156334)
SRR22134172_2 - polya	(1, 0.008982694838393835)	(2, 0.01089348738077147)	(3, 0.01250485676186931)	(4, 0.01447868575925322)	(5, 0.01916702210034474)	(6, 0.023544115944842788)	(7, 0.025848886331009627)	(8, 0.028248211399685873)	(9, 0.030403270205212815)	(10, 0.03955143573799812)	(11, 0.04929056803646722)	(12, 0.061243855817031644)	(13, 0.07456030693710672)	(14, 0.09085129077779028)	(15, 0.11162180270235707)	(16, 0.1325774842135048)	(17, 0.15053893411185457)	(18, 0.17684089496322178)	(19, 0.1950229724540935)	(20, 0.2142057536681898)	(21, 0.2335500657982397)	(22, 0.2539265998790173)	(23, 0.2719944237951901)	(24, 0.29063351558485734)	(25, 0.3105766740374668)	(26, 0.3331831227140913)	(27, 0.35056542518207096)	(28, 0.3684283806194734)	(29, 0.385121221860822)	(30, 0.40264141657412783)	(31, 0.42007887594023796)	(32, 0.43578283279367563)	(33, 0.4508879433245537)	(34, 0.46647764660329244)	(35, 0.4842539269150613)	(36, 0.5046304609958389)	(37, 0.5226273689001297)	(38, 0.540608517690669)	(39, 0.5555717961977829)	(40, 0.5721622031997462)	(41, 0.5903994375887485)	(42, 0.6058433690652852)	(43, 0.6222604258159813)	(44, 0.6386538438960501)	(45, 0.6544759941026245)	(46, 0.6695141284000583)	(47, 0.6825272165804157)	(48, 0.6964740322505535)	(49, 0.7108069462076048)	(50, 0.7273343167545618)	(51, 0.7426758139917133)	(52, 0.7566186898834133)	(53, 0.7709397845051509)	(54, 0.7844414052118068)	(55, 0.7995228770720575)	(56, 0.8138124534662919)	(57, 0.8285748032730734)	(58, 0.8414499992081045)	(59, 0.8542700382450052)	(60, 0.8681380583463851)	(61, 0.8820139580046409)	(62, 0.8942745485033609)	(63, 0.9055777728416732)	(64, 0.9172119385687684)	(65, 0.9172119385687684)
SRR22134172_2_paired - nextera_transposase_sequence	(1, 8.344747905374397e-06)	(2, 2.503424371612319e-05)	(3, 3.3378991621497586e-05)	(4, 0.00017941207996554953)	(5, 0.0004214097692214071)	(6, 0.0005298914919912742)	(7, 0.0005507533617547102)	(8, 0.000588304727328895)	(9, 0.0006675798324299518)	(10, 0.000734337815672947)	(11, 0.000796923424963255)	(12, 0.0008136129207740037)	(13, 0.0008428195384428142)	(14, 0.0008928880258750606)	(15, 0.0009304393914492453)	(16, 0.0009721631309761173)	(17, 0.001005542122597615)	(18, 0.0010764724797932973)	(19, 0.0011265409672255437)	(20, 0.0013142977950964675)	(21, 0.0016564324592168178)	(22, 0.002207185820971528)	(23, 0.0028872827752595416)	(24, 0.004143167335018389)	(25, 0.004718954940489222)	(26, 0.005974839500248069)	(27, 0.011081825218337199)	(28, 0.04265000654436855)	(29, 0.11196982739431366)	(30, 0.21718040898527408)	(31, 0.4636341936226015)	(32, 0.7443264789156802)	(33, 1.027029848453954)	(34, 1.3310248422727906)	(35, 1.6526522884156833)	(36, 2.0391434600270513)	(37, 2.6039159982627904)	(38, 3.3148634855569727)	(39, 4.101234976793882)	(40, 4.909261088845238)	(41, 5.690934487011421)	(42, 6.441248322549207)	(43, 7.187686022684947)	(44, 7.939652118307997)	(45, 8.690742015400984)	(46, 9.44596256270713)	(47, 10.206227510122075)	(48, 10.956466242928713)	(49, 11.716134540868424)	(50, 12.465188319472498)	(51, 13.20447039827938)	(52, 13.915851812464641)	(53, 14.598180986817344)	(54, 15.272265550239533)	(55, 15.952650398330283)	(56, 16.63123278087347)	(57, 17.29795310426917)	(58, 17.970160099412652)	(59, 18.63591660442528)	(60, 19.294959759748032)	(61, 19.957916601838406)	(62, 20.59262647226909)	(63, 21.221223814859083)	(64, 21.833382004075492)	(65, 21.833382004075492)
SRR22134172_2_paired - polya	(1, 0.0059039091430523865)	(2, 0.0065840060973403995)	(3, 0.007280792547439162)	(4, 0.00834057553142171)	(5, 0.010931619756040461)	(6, 0.013309872909072163)	(7, 0.014703445809269688)	(8, 0.0162972926591962)	(9, 0.01777014066449478)	(10, 0.024504352224131918)	(11, 0.0313887692460658)	(12, 0.040204995408093844)	(13, 0.05005179793643563)	(14, 0.06178868586534472)	(15, 0.07721812474238199)	(16, 0.0929855259095869)	(17, 0.10647898327257731)	(18, 0.12666075608172528)	(19, 0.14065489831903816)	(20, 0.15541258498969276)	(21, 0.17037889035798176)	(22, 0.18565395139876958)	(23, 0.19887620445483534)	(24, 0.21249483303640634)	(25, 0.22739855279540502)	(26, 0.24381267192527645)	(27, 0.25597096962340693)	(28, 0.26857153896052227)	(29, 0.2801707385489927)	(30, 0.29276713551215533)	(31, 0.3054136009627503)	(32, 0.3162534284918316)	(33, 0.32695974005442696)	(34, 0.3379205664281362)	(35, 0.3507088925931225)	(36, 0.36531637380148035)	(37, 0.37849273074406653)	(38, 0.3910474039677023)	(39, 0.4014199256140827)	(40, 0.4128856092360671)	(41, 0.42558214317409426)	(42, 0.4361924901357778)	(43, 0.44733690096340534)	(44, 0.4588401359509639)	(45, 0.46962989499261304)	(46, 0.48001910613480414)	(47, 0.4887644019396365)	(48, 0.49832748303919555)	(49, 0.508044941975004)	(50, 0.5196483139374272)	(51, 0.530200247663773)	(52, 0.5398551209902913)	(53, 0.5497436472581599)	(54, 0.5592065913828544)	(55, 0.5694539418106542)	(56, 0.5794008813138606)	(57, 0.5896357146198022)	(58, 0.5982933905716281)	(59, 0.6071054443597035)	(60, 0.6169647640099034)	(61, 0.626840773155914)	(62, 0.6349977642334175)	(63, 0.6426665875584565)	(64, 0.6503938241188332)	(65, 0.6503938241188332)
